When,Type,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan
11/01/2004,All Others,1666,,,,,,,,,,
11/01/2004,Total,3202,2789,18970,238,251,207,209,6923,48,4770,333
11/01/2004,Single Detached,1536,,,,,,,,,,
12/01/2004,Total,2677,2362,15537,146,281,165,430,5264,31,3988,193
12/01/2004,Single Detached,1657,,,,,,,,,,
12/01/2004,All Others,1020,,,,,,,,,,
01/01/2005,All Others,738,,,,,,,,,,
01/01/2005,Single Detached,1116,,,,,,,,,,
01/01/2005,Total,1854,1870,9709,99,48,72,123,3257,48,2211,127
02/01/2005,Total,2215,1964,10901,145,36,73,91,3875,22,2379,101
02/01/2005,Single Detached,1364,,,,,,,,,,
02/01/2005,All Others,851,,,,,,,,,,
03/01/2005,All Others,1005,,,,,,,,,,
03/01/2005,Single Detached,1475,,,,,,,,,,
03/01/2005,Total,2480,2406,12746,232,62,42,78,4755,24,2561,106
04/01/2005,Total,3269,2633,19392,195,168,102,392,7140,17,5280,196
04/01/2005,All Others,1285,,,,,,,,,,
04/01/2005,Single Detached,1984,,,,,,,,,,
05/01/2005,Total,3681,2959,18414,209,351,229,419,6496,87,3743,240
05/01/2005,All Others,1681,,,,,,,,,,
05/01/2005,Single Detached,2000,,,,,,,,,,
06/01/2005,All Others,735,,,,,,,,,,
06/01/2005,Total,2655,2481,19454,309,375,192,325,9167,70,3520,360
06/01/2005,Single Detached,1920,,,,,,,,,,
07/01/2005,All Others,792,,,,,,,,,,
07/01/2005,Total,2810,2905,20169,373,304,196,357,9024,43,3907,250
07/01/2005,Single Detached,2018,,,,,,,,,,
08/01/2005,All Others,1230,,,,,,,,,,
08/01/2005,Total,2927,2666,15771,372,293,190,429,5736,59,2832,267
08/01/2005,Single Detached,1697,,,,,,,,,,
09/01/2005,Total,3698,3227,17698,238,233,198,227,5762,49,3822,244
09/01/2005,All Others,1859,,,,,,,,,,
09/01/2005,Single Detached,1839,,,,,,,,,,
10/01/2005,Total,3096,2923,16221,320,398,169,260,5227,30,3567,231
10/01/2005,Single Detached,1868,,,,,,,,,,
10/01/2005,All Others,1228,,,,,,,,,,
11/01/2005,All Others,1166,,,,,,,,,,
11/01/2005,Total,2952,2506,17635,262,213,138,342,6927,47,3995,253
11/01/2005,Single Detached,1786,,,,,,,,,,
12/01/2005,Single Detached,1753,,,,,,,,,,
12/01/2005,All Others,910,,,,,,,,,,
12/01/2005,Total,2663,2579,15360,125,188,158,215,5811,58,3434,129
01/01/2006,Single Detached,1858,,,,,,,,,,
01/01/2006,All Others,460,,,,,,,,,,
01/01/2006,Total,2318,2157,12104,131,165,68,241,4538,74,2237,175
02/01/2006,All Others,1101,,,,,,,,,,
02/01/2006,Single Detached,1944,,,,,,,,,,
02/01/2006,Total,3045,2764,12450,158,56,69,136,3920,38,2154,110
03/01/2006,Total,3526,3018,15181,268,45,24,201,4613,9,3309,168
03/01/2006,All Others,1776,,,,,,,,,,
03/01/2006,Single Detached,1750,,,,,,,,,,
04/01/2006,Single Detached,2345,,,,,,,,,,
04/01/2006,All Others,1118,,,,,,,,,,
04/01/2006,Total,3463,3407,17762,278,223,61,328,5670,32,4075,225
05/01/2006,Total,3880,2329,17909,281,242,156,366,6578,59,3754,264
05/01/2006,All Others,1350,,,,,,,,,,
05/01/2006,Single Detached,2530,,,,,,,,,,
06/01/2006,Total,4276,2635,19558,353,567,230,308,7671,58,3138,322
06/01/2006,Single Detached,2244,,,,,,,,,,
06/01/2006,All Others,2032,,,,,,,,,,
07/01/2006,Single Detached,2234,,,,,,,,,,
07/01/2006,All Others,1562,,,,,,,,,,
07/01/2006,Total,3796,3413,19298,260,339,161,463,7700,47,2782,337
08/01/2006,All Others,1149,,,,,,,,,,
08/01/2006,Total,3475,2415,15834,276,262,172,197,5623,92,3110,212
08/01/2006,Single Detached,2326,,,,,,,,,,
09/01/2006,Single Detached,2241,,,,,,,,,,
09/01/2006,Total,3338,2718,15322,197,295,180,245,5119,14,2927,289
09/01/2006,All Others,1097,,,,,,,,,,
10/01/2006,All Others,762,,,,,,,,,,
10/01/2006,Total,2801,2933,17595,622,234,119,215,6065,36,4246,324
10/01/2006,Single Detached,2039,,,,,,,,,,
11/01/2006,All Others,2458,,,,,,,,,,
11/01/2006,Total,4189,2531,17998,207,244,142,399,5748,34,4207,297
11/01/2006,Single Detached,1731,,,,,,,,,,
12/01/2006,Total,2775,2251,14019,144,201,112,229,4535,30,3548,194
12/01/2006,Single Detached,1608,,,,,,,,,,
12/01/2006,All Others,1167,,,,,,,,,,
01/01/2007,All Others,1442,,,,,,,,,,
01/01/2007,Total,3010,2538,13583,424,131,65,293,4493,14,2334,281
01/01/2007,Single Detached,1568,,,,,,,,,,
02/01/2007,Single Detached,1501,,,,,,,,,,
02/01/2007,Total,2443,2070,9471,96,34,62,169,2549,10,1871,167
02/01/2007,All Others,942,,,,,,,,,,
03/01/2007,All Others,1840,,,,,,,,,,
03/01/2007,Total,3353,2620,12582,231,73,22,66,3064,8,2903,242
03/01/2007,Single Detached,1513,,,,,,,,,,
04/01/2007,Single Detached,2131,,,,,,,,,,
04/01/2007,Total,3929,2836,17030,212,182,92,139,4918,47,4274,401
04/01/2007,All Others,1798,,,,,,,,,,
05/01/2007,Single Detached,2165,,,,,,,,,,
05/01/2007,Total,3684,2998,19374,554,333,154,302,6674,46,4081,548
05/01/2007,All Others,1519,,,,,,,,,,
06/01/2007,All Others,1153,,,,,,,,,,
06/01/2007,Single Detached,2153,,,,,,,,,,
06/01/2007,Total,3306,2948,18494,311,352,228,429,6084,76,4172,588
07/01/2007,All Others,1024,,,,,,,,,,
07/01/2007,Single Detached,2026,,,,,,,,,,
07/01/2007,Total,3050,2780,17367,334,380,237,292,6461,47,3232,554
08/01/2007,Single Detached,1955,,,,,,,,,,
08/01/2007,All Others,1597,,,,,,,,,,
08/01/2007,Total,3552,2741,17201,459,395,204,433,5721,39,3221,436
09/01/2007,Total,4366,3628,22033,379,367,227,383,6751,52,5442,438
09/01/2007,Single Detached,1738,,,,,,,,,,
09/01/2007,All Others,2628,,,,,,,,,,
10/01/2007,All Others,1658,,,,,,,,,,
10/01/2007,Total,3236,3276,17634,421,270,159,333,5876,34,3561,468
10/01/2007,Single Detached,1578,,,,,,,,,,
11/01/2007,Total,2704,3809,17816,257,248,219,244,6699,87,3126,423
11/01/2007,Single Detached,1399,,,,,,,,,,
11/01/2007,All Others,1305,,,,,,,,,,
12/01/2007,All Others,836,,,,,,,,,,
12/01/2007,Single Detached,1010,,,,,,,,,,
12/01/2007,Total,1846,2117,11157,154,233,157,237,3484,24,2668,237
01/01/2008,Single Detached,911,,,,,,,,,,
01/01/2008,Total,2320,2303,12153,263,187,68,115,4254,15,2330,298
01/01/2008,All Others,1409,,,,,,,,,,
02/01/2008,Total,1988,3619,13531,196,60,52,126,4399,17,2794,280
02/01/2008,Single Detached,854,,,,,,,,,,
02/01/2008,All Others,1134,,,,,,,,,,
03/01/2008,Total,4224,2371,15616,174,86,56,371,4987,9,2968,370
03/01/2008,Single Detached,942,,,,,,,,,,
03/01/2008,All Others,3282,,,,,,,,,,
04/01/2008,Single Detached,860,,,,,,,,,,
04/01/2008,All Others,1400,,,,,,,,,,
04/01/2008,Total,2260,3092,17209,326,153,73,265,6665,42,3964,369
05/01/2008,Total,2762,3080,19222,490,481,277,265,6570,71,4659,567
05/01/2008,Single Detached,1183,,,,,,,,,,
05/01/2008,All Others,1579,,,,,,,,,,
06/01/2008,Single Detached,1095,,,,,,,,,,
06/01/2008,Total,1649,2635,18338,309,442,212,381,8248,57,3706,699
06/01/2008,All Others,554,,,,,,,,,,
07/01/2008,Total,2184,2854,15456,336,376,258,463,5088,47,3348,502
07/01/2008,Single Detached,1155,,,,,,,,,,
07/01/2008,All Others,1029,,,,,,,,,,
08/01/2008,Single Detached,968,,,,,,,,,,
08/01/2008,All Others,744,,,,,,,,,,
08/01/2008,Total,1712,2440,16807,346,259,316,245,8026,59,3082,322
09/01/2008,Total,1881,3126,17661,337,355,268,376,7305,31,3575,407
09/01/2008,All Others,885,,,,,,,,,,
09/01/2008,Single Detached,996,,,,,,,,,,
10/01/2008,Total,1885,2376,17389,361,381,227,297,7403,45,4144,270
10/01/2008,Single Detached,916,,,,,,,,,,
10/01/2008,All Others,969,,,,,,,,,,
11/01/2008,Total,1431,1470,13500,337,239,196,240,4881,59,4236,411
11/01/2008,All Others,467,,,,,,,,,,
11/01/2008,Single Detached,964,,,,,,,,,,
12/01/2008,Total,1099,1491,10488,320,123,226,182,4098,43,2747,159
12/01/2008,All Others,337,,,,,,,,,,
12/01/2008,Single Detached,762,,,,,,,,,,
01/01/2009,All Others,372,,,,,,,,,,
01/01/2009,Single Detached,558,,,,,,,,,,
01/01/2009,Total,930,922,7309,140,121,130,91,2892,13,1997,73
02/01/2009,Single Detached,531,,,,,,,,,,
02/01/2009,Total,658,861,5660,138,68,47,153,2232,4,1410,89
02/01/2009,All Others,127,,,,,,,,,,
03/01/2009,Total,702,739,8605,170,70,47,121,4094,6,2561,95
03/01/2009,All Others,253,,,,,,,,,,
03/01/2009,Single Detached,449,,,,,,,,,,
04/01/2009,Total,873,867,8387,169,162,106,128,2776,23,3180,103
04/01/2009,All Others,255,,,,,,,,,,
04/01/2009,Single Detached,618,,,,,,,,,,
05/01/2009,Total,1063,837,10615,230,339,213,228,3728,77,3699,201
05/01/2009,All Others,243,,,,,,,,,,
05/01/2009,Single Detached,820,,,,,,,,,,
06/01/2009,Single Detached,956,,,,,,,,,,
06/01/2009,All Others,635,,,,,,,,,,
06/01/2009,Total,1591,1062,11686,294,316,230,255,4440,103,2990,405
07/01/2009,All Others,522,,,,,,,,,,
07/01/2009,Total,1624,1052,11313,286,333,270,295,3689,56,3458,250
07/01/2009,Single Detached,1102,,,,,,,,,,
08/01/2009,Total,1694,1512,12734,385,278,190,345,4260,94,3565,411
08/01/2009,All Others,460,,,,,,,,,,
08/01/2009,Single Detached,1234,,,,,,,,,,
09/01/2009,Single Detached,1527,,,,,,,,,,
09/01/2009,Total,2062,1468,13193,280,242,198,454,4831,75,3305,278
09/01/2009,All Others,535,,,,,,,,,,
10/01/2009,Total,2329,1532,14604,287,262,167,332,6048,101,3261,285
10/01/2009,Single Detached,1533,,,,,,,,,,
10/01/2009,All Others,796,,,,,,,,,,
11/01/2009,Total,2316,1481,13989,247,249,199,185,4817,73,3884,538
11/01/2009,Single Detached,1619,,,,,,,,,,
11/01/2009,All Others,697,,,,,,,,,,
12/01/2009,All Others,592,,,,,,,,,,
12/01/2009,Total,1899,1501,12268,163,182,223,199,4131,68,3696,206
12/01/2009,Single Detached,1307,,,,,,,,,,
01/01/2010,Total,1369,1686,10438,263,197,113,110,3404,21,2973,302
01/01/2010,All Others,366,,,,,,,,,,
01/01/2010,Single Detached,1003,,,,,,,,,,
02/01/2010,All Others,380,,,,,,,,,,
02/01/2010,Total,1687,1925,10637,267,40,68,343,4104,2,1967,234
02/01/2010,Single Detached,1307,,,,,,,,,,
03/01/2010,Total,2141,1726,11375,193,63,81,161,3406,6,3424,174
03/01/2010,All Others,804,,,,,,,,,,
03/01/2010,Single Detached,1337,,,,,,,,,,
04/01/2010,Single Detached,1501,,,,,,,,,,
04/01/2010,All Others,1090,,,,,,,,,,
04/01/2010,Total,2591,2111,15166,199,167,133,247,4996,26,4383,313
05/01/2010,Total,2299,1932,16178,264,359,257,407,5967,114,4236,343
05/01/2010,Single Detached,1593,,,,,,,,,,
05/01/2010,All Others,706,,,,,,,,,,
06/01/2010,Total,2130,2096,15346,485,375,285,258,4957,94,4223,443
06/01/2010,Single Detached,1603,,,,,,,,,,
06/01/2010,All Others,527,,,,,,,,,,
07/01/2010,Single Detached,1565,,,,,,,,,,
07/01/2010,Total,2523,1799,15947,767,491,230,572,4949,55,4157,404
07/01/2010,All Others,958,,,,,,,,,,
08/01/2010,Total,1971,2212,14855,405,391,231,240,5720,74,3036,575
08/01/2010,Single Detached,1292,,,,,,,,,,
08/01/2010,All Others,679,,,,,,,,,,
09/01/2010,Total,2252,2305,14402,231,153,197,332,4886,38,3623,385
09/01/2010,All Others,1061,,,,,,,,,,
09/01/2010,Single Detached,1191,,,,,,,,,,
10/01/2010,Single Detached,1155,,,,,,,,,,
10/01/2010,Total,1997,2020,13548,205,349,205,386,3855,16,4187,328
10/01/2010,All Others,842,,,,,,,,,,
11/01/2010,Single Detached,1115,,,,,,,,,,
11/01/2010,All Others,543,,,,,,,,,,
11/01/2010,Total,1658,1609,15540,293,216,193,256,7123,66,3541,585
12/01/2010,Single Detached,910,,,,,,,,,,
12/01/2010,All Others,474,,,,,,,,,,
12/01/2010,Total,1384,2180,12012,367,149,199,183,3519,80,3513,438
01/01/2011,Single Detached,710,,,,,,,,,,
01/01/2011,All Others,476,,,,,,,,,,
01/01/2011,Total,1186,1891,9823,154,52,110,298,3299,40,2516,277
02/01/2011,Total,1425,1805,10024,262,22,55,191,4018,10,1717,519
02/01/2011,All Others,444,,,,,,,,,,
02/01/2011,Single Detached,981,,,,,,,,,,
03/01/2011,Single Detached,638,,,,,,,,,,
03/01/2011,Total,1411,1436,11655,213,19,87,152,4940,13,3111,273
03/01/2011,All Others,773,,,,,,,,,,
04/01/2011,Single Detached,1122,,,,,,,,,,
04/01/2011,Total,1646,1898,14865,327,153,88,329,6157,45,3743,479
04/01/2011,All Others,524,,,,,,,,,,
05/01/2011,All Others,725,,,,,,,,,,
05/01/2011,Total,2127,2517,15962,414,236,267,365,5033,62,4525,416
05/01/2011,Single Detached,1402,,,,,,,,,,
06/01/2011,All Others,683,,,,,,,,,,
06/01/2011,Single Detached,1264,,,,,,,,,,
06/01/2011,Total,1947,1859,16244,330,350,338,313,6648,54,3816,589
07/01/2011,All Others,782,,,,,,,,,,
07/01/2011,Total,2144,2385,17230,550,489,322,504,6615,94,3667,460
07/01/2011,Single Detached,1362,,,,,,,,,,
08/01/2011,Single Detached,1410,,,,,,,,,,
08/01/2011,Total,2599,2057,14938,348,182,239,306,5949,68,2707,483
08/01/2011,All Others,1189,,,,,,,,,,
09/01/2011,All Others,694,,,,,,,,,,
09/01/2011,Single Detached,1355,,,,,,,,,,
09/01/2011,Total,2049,2402,16591,255,348,253,496,5468,94,4616,610
10/01/2011,Single Detached,1151,,,,,,,,,,
10/01/2011,Total,2640,2315,16868,549,205,168,254,6405,61,3612,659
10/01/2011,All Others,1489,,,,,,,,,,
11/01/2011,All Others,1214,,,,,,,,,,
11/01/2011,Single Detached,1164,,,,,,,,,,
11/01/2011,Total,2378,2184,15202,501,199,240,214,4948,90,3926,522
12/01/2011,Total,2053,1594,14942,256,204,154,651,5761,38,3842,389
12/01/2011,Single Detached,1106,,,,,,,,,,
12/01/2011,All Others,947,,,,,,,,,,
01/01/2012,Total,1570,1996,12308,400,136,181,124,5701,11,1717,472
01/01/2012,Single Detached,815,,,,,,,,,,
01/01/2012,All Others,755,,,,,,,,,,
02/01/2012,Single Detached,1033,,,,,,,,,,
02/01/2012,Total,2166,2235,11609,163,19,53,191,4282,8,1953,539
02/01/2012,All Others,1133,,,,,,,,,,
03/01/2012,Total,2433,1622,13761,321,32,59,237,6062,5,2571,419
03/01/2012,All Others,1446,,,,,,,,,,
03/01/2012,Single Detached,987,,,,,,,,,,
04/01/2012,All Others,1749,,,,,,,,,,
04/01/2012,Total,3101,1855,19843,302,120,193,209,7938,75,5285,765
04/01/2012,Single Detached,1352,,,,,,,,,,
05/01/2012,Single Detached,1337,,,,,,,,,,
05/01/2012,Total,2684,2257,17538,817,337,275,293,6682,40,3695,458
05/01/2012,All Others,1347,,,,,,,,,,
06/01/2012,Single Detached,1448,,,,,,,,,,
06/01/2012,All Others,1328,,,,,,,,,,
06/01/2012,Total,2776,2955,18143,285,398,267,355,6257,101,3967,782
07/01/2012,Single Detached,1595,,,,,,,,,,
07/01/2012,Total,2860,2098,17476,376,277,344,266,6409,93,4217,536
07/01/2012,All Others,1265,,,,,,,,,,
08/01/2012,Total,2451,2458,18193,656,274,283,560,7750,77,2999,685
08/01/2012,Single Detached,1423,,,,,,,,,,
08/01/2012,All Others,1028,,,,,,,,,,
09/01/2012,Single Detached,1390,,,,,,,,,,
09/01/2012,All Others,1338,,,,,,,,,,
09/01/2012,Total,2728,2358,17617,577,482,254,485,6018,99,3662,954
10/01/2012,Total,2569,2231,16112,389,164,178,753,5751,54,3223,800
10/01/2012,All Others,1353,,,,,,,,,,
10/01/2012,Single Detached,1216,,,,,,,,,,
11/01/2012,Single Detached,1376,,,,,,,,,,
11/01/2012,All Others,1767,,,,,,,,,,
11/01/2012,Total,3143,1823,16285,408,181,226,243,5257,41,4096,867
12/01/2012,All Others,905,,,,,,,,,,
12/01/2012,Single Detached,1220,,,,,,,,,,
12/01/2012,Total,2125,1587,14681,216,123,232,210,6307,75,3142,664
01/01/2013,Single Detached,973,,,,,,,,,,
01/01/2013,All Others,794,,,,,,,,,,
01/01/2013,Total,1767,1579,9328,233,111,82,518,2932,124,1502,480
02/01/2013,Total,2318,1570,10434,236,104,57,43,4350,12,1508,236
02/01/2013,All Others,1187,,,,,,,,,,
02/01/2013,Single Detached,1131,,,,,,,,,,
03/01/2013,Total,2383,1920,11495,601,21,52,327,3690,8,2052,441
03/01/2013,Single Detached,1178,,,,,,,,,,
03/01/2013,All Others,1205,,,,,,,,,,
04/01/2013,Single Detached,1468,,,,,,,,,,
04/01/2013,Total,3080,1918,13765,680,36,139,158,3863,14,3379,498
04/01/2013,All Others,1612,,,,,,,,,,
05/01/2013,Total,3465,1848,16518,350,278,223,398,6016,65,3249,626
05/01/2013,All Others,1980,,,,,,,,,,
05/01/2013,Single Detached,1485,,,,,,,,,,
06/01/2013,Single Detached,1501,,,,,,,,,,
06/01/2013,All Others,1674,,,,,,,,,,
06/01/2013,Total,3175,2560,15959,533,357,230,230,5378,62,2767,667
07/01/2013,All Others,1496,,,,,,,,,,
07/01/2013,Total,3034,2697,16445,837,145,187,397,5441,45,2979,683
07/01/2013,Single Detached,1538,,,,,,,,,,
08/01/2013,Single Detached,1581,,,,,,,,,,
08/01/2013,All Others,864,,,,,,,,,,
08/01/2013,Total,2445,2222,15002,353,279,206,185,6281,14,2175,842
09/01/2013,Total,2492,2584,15446,645,174,193,434,4847,46,2854,1177
09/01/2013,Single Detached,1474,,,,,,,,,,
09/01/2013,All Others,1018,,,,,,,,,,
10/01/2013,Total,2890,2049,15874,447,174,230,360,6006,24,2960,734
10/01/2013,Single Detached,1418,,,,,,,,,,
10/01/2013,All Others,1472,,,,,,,,,,
11/01/2013,All Others,1908,,,,,,,,,,
11/01/2013,Single Detached,1476,,,,,,,,,,
11/01/2013,Total,3384,2259,15969,613,203,256,157,5312,31,3292,462
12/01/2013,All Others,1475,,,,,,,,,,
12/01/2013,Total,2559,2480,13893,366,193,168,104,4499,57,3056,411
12/01/2013,Single Detached,1084,,,,,,,,,,
01/01/2014,Total,2500,1903,10989,186,40,66,91,4112,17,1506,568
01/01/2014,Single Detached,1036,,,,,,,,,,
01/01/2014,All Others,1464,,,,,,,,,,
02/01/2014,All Others,1174,,,,,,,,,,
02/01/2014,Single Detached,1297,,,,,,,,,,
02/01/2014,Total,2471,1617,11037,191,46,96,60,4003,10,2226,317
03/01/2014,Single Detached,1083,,,,,,,,,,
03/01/2014,Total,2758,2040,10019,210,16,17,139,2456,3,2057,323
03/01/2014,All Others,1675,,,,,,,,,,
04/01/2014,All Others,1814,,,,,,,,,,
04/01/2014,Single Detached,1448,,,,,,,,,,
04/01/2014,Total,3262,2075,15524,618,34,54,115,5254,12,3294,806
05/01/2014,Single Detached,1456,,,,,,,,,,
05/01/2014,Total,2721,2438,16732,593,132,184,239,5965,60,3756,644
05/01/2014,All Others,1265,,,,,,,,,,
06/01/2014,Total,4423,2324,16512,386,248,218,224,5109,55,2879,646
06/01/2014,Single Detached,1539,,,,,,,,,,
06/01/2014,All Others,2884,,,,,,,,,,
07/01/2014,Total,3131,2302,16817,720,419,172,452,6065,30,2846,680
07/01/2014,All Others,1328,,,,,,,,,,
07/01/2014,Single Detached,1803,,,,,,,,,,
08/01/2014,Total,3568,2938,15451,733,236,186,297,4641,17,2104,731
08/01/2014,All Others,1836,,,,,,,,,,
08/01/2014,Single Detached,1732,,,,,,,,,,
09/01/2014,Total,3613,2413,15394,431,127,117,331,4275,21,3225,841
09/01/2014,Single Detached,1513,,,,,,,,,,
09/01/2014,All Others,2100,,,,,,,,,,
10/01/2014,All Others,1680,,,,,,,,,,
10/01/2014,Total,3247,1913,14294,467,183,151,181,4515,52,2928,657
10/01/2014,Single Detached,1567,,,,,,,,,,
11/01/2014,Total,3079,2412,15812,276,166,134,279,5039,29,3844,554
11/01/2014,Single Detached,1510,,,,,,,,,,
11/01/2014,All Others,1569,,,,,,,,,,
12/01/2014,Total,2495,2366,13264,264,79,100,227,4731,28,2589,385
12/01/2014,Single Detached,1262,,,,,,,,,,
12/01/2014,All Others,1233,,,,,,,,,,
01/01/2015,Total,2936,1918,11529,473,87,181,122,4163,70,1300,279
01/01/2015,Single Detached,965,,,,,,,,,,
01/01/2015,All Others,1971,,,,,,,,,,
02/01/2015,Total,3183,1739,9026,175,22,19,51,2533,6,983,315
02/01/2015,Single Detached,1193,,,,,,,,,,
02/01/2015,All Others,1990,,,,,,,,,,
03/01/2015,Total,3675,2510,13043,219,6,16,90,4485,3,1730,309
03/01/2015,Single Detached,1086,,,,,,,,,,
03/01/2015,All Others,2589,,,,,,,,,,
04/01/2015,Total,2614,3102,14244,654,20,21,218,4905,2,2378,330
04/01/2015,Single Detached,1140,,,,,,,,,,
04/01/2015,All Others,1474,,,,,,,,,,
05/01/2015,Total,2687,2162,17319,259,93,120,632,7699,10,3187,470
05/01/2015,Single Detached,1131,,,,,,,,,,
05/01/2015,All Others,1556,,,,,,,,,,
